date,open,high,low,volume,close
10/12/2001,71.8206,72.3075,70.6033,31360500,72.0509
10/15/2001,71.4784,72.018,71.1034,16873000,71.9193
10/16/2001,72.2483,72.7812,71.689,15877100,72.3733
10/17/2001,73.0839,73.1366,70.8336,28542300,70.8336
10/18/2001,70.9454,71.1692,70.2414,16510000,70.6822
10/19/2001,70.4059,71.0047,69.7545,21912500,70.6362
10/22/2001,70.6033,72.0969,70.5441,17540600,72.0311
10/23/2001,72.3535,72.5641,71.3139,22062500,71.6627
10/24/2001,71.7087,72.018,71.2086,16065200,71.4718
10/25/2001,70.702,72.7747,70.2348,27467900,72.7549
10/26/2001,72.347,73.5577,72.1627,18623300,72.5904
10/29/2001,72.4852,72.7418,70.702,18727500,70.702
10/30/2001,70.6362,70.8665,69.4584,26178600,69.8532
10/31/2001,70.3401,70.9718,69.6163,28124200,69.6163
11/1/2001,70.1427,71.7285,69.5505,29806800,71.3995
11/2/2001,71.3534,71.9719,70.9783,17575900,71.8864
11/5/2001,72.4588,73.0971,72.347,15929500,72.8273
11/6/2001,72.6102,74.0117,72.2812,23245800,73.9591
11/7/2001,73.5445,74.4328,73.459,19716000,73.8604
11/8/2001,74.2683,75.0645,73.6301,22563500,74.0907
11/9/2001,73.8604,74.3275,73.3274,15895800,74.1696
11/12/2001,73.0379,74.1236,72.3799,26068800,73.7156
11/13/2001,74.6434,75.3738,74.4723,15296200,75.3738
11/14/2001,75.7817,75.9331,74.821,17571300,75.4461
11/15/2001,75.2553,75.7883,74.9658,19470200,75.5843
11/16/2001,75.7225,75.7357,74.6171,18134900,75.2487
11/19/2001,75.6172,76.2292,75.308,13625400,76.1765
11/20/2001,75.9133,76.1963,75.433,16209700,75.5383
11/21/2001,75.3409,75.4527,74.6894,11470200,75.0382
11/23/2001,75.0382,76.1634,75.0119,6717100,76.1173
11/26/2001,76.1634,76.5516,75.7159,13726000,76.2818
11/27/2001,76.0778,76.9201,75.0711,19261400,75.9528
11/28/2001,75.4988,75.7817,74.5184,20195500,74.5776
11/29/2001,74.7881,75.6172,74.3539,16354700,75.5843
11/30/2001,75.2751,75.6106,75.025,13680300,75.0448
12/3/2001,74.7816,75.0645,74.3604,15220400,74.5973
12/4/2001,74.9592,75.8673,74.5842,17239900,75.8607
12/5/2001,76.0712,77.6439,76.0383,25204000,77.2491
12/6/2001,77.2096,77.6044,76.9398,17972900,77.2096
12/7/2001,76.9201,77.0451,76.1305,18857800,76.6963
12/10/2001,76.2292,76.5845,75.2422,13862700,75.2619
12/11/2001,75.6041,76.1436,74.9461,20833300,75.1106
12/12/2001,75.3738,75.5251,74.4262,16171500,75.1961
12/13/2001,74.65,74.8145,73.7222,19026700,73.7353
12/14/2001,73.913,74.6763,73.6959,16721900,74.4394
12/17/2001,74.3473,75.2487,74.2881,13925900,75.2093
12/18/2001,75.4264,75.7686,75.2356,13663700,75.6567
12/19/2001,75.0711,76.2752,75.0119,20143400,76.1897
12/20/2001,75.9989,76.1963,75.3738,14867900,75.4396
12/21/2001,75.9484,75.9748,75.4004,14037700,75.8956
12/24/2001,75.8163,75.955,75.6711,5728800,75.7503
12/26/2001,75.6975,76.7275,75.6975,10304800,76.1663
12/27/2001,76.1266,76.6416,76.0936,9407300,76.6284
12/28/2001,76.7803,77.084,76.536,10593800,76.5888
12/31/2001,76.6879,76.8463,75.4202,14619500,75.4664
1/2/2002,76.0012,76.4238,75.1429,18651900,76.2785
1/3/2002,76.3577,77.2161,76.2851,15743000,77.1434
1/4/2002,77.3613,77.8961,76.952,20140700,77.6584
1/7/2002,77.7112,77.9027,76.9586,13106500,77.1104
1/8/2002,77.1104,77.2887,76.569,12683700,76.9321
1/9/2002,77.0378,77.7641,76.1531,16610300,76.3049
1/10/2002,76.3841,76.8199,76.1266,12823400,76.6416
1/11/2002,76.7275,76.7737,75.7305,13708400,75.889
1/14/2002,75.6975,75.8229,75.2419,12301100,75.4136
1/15/2002,75.6315,76.1861,75.2023,20219900,76.0276
1/16/2002,75.4664,75.5324,74.4034,17067000,74.4892
1/17/2002,75.1099,75.4268,74.8722,17283400,75.0504
1/18/2002,74.6081,75.1693,74.3902,17028000,74.7071
1/22/2002,75.1033,75.2221,73.961,11689300,74.1921
1/23/2002,74.3638,74.9712,73.961,12438900,74.7599
1/24/2002,75.0306,75.4334,74.8194,12142800,74.991
1/25/2002,74.6873,75.3872,74.6345,12810700,74.9712
1/28/2002,75.2023,75.3938,74.5553,10589200,75.1759
1/29/2002,75.1693,75.3542,72.6603,27720800,72.8122
1/30/2002,72.8848,74.8656,71.5709,34711800,73.862
1/31/2002,74.0469,74.8061,73.6969,19909200,74.7269
2/1/2002,74.6675,74.8061,74.0601,15838500,74.377
2/4/2002,74.0997,74.0997,72.2576,24243400,72.5283
2/5/2002,72.2312,72.9508,71.6568,33614000,72.0793
2/6/2002,72.3962,72.4557,71.3464,29486000,71.769
2/7/2002,71.7822,72.5349,71.3068,23445400,71.32
2/8/2002,71.7228,73.1225,71.5049,19277800,72.6867
2/11/2002,72.6603,73.7101,72.5085,18792400,73.5781
2/12/2002,73.2612,73.7564,72.6471,13942500,73.347
2/13/2002,73.6045,74.3044,73.5187,16781100,74.1261
2/14/2002,74.2846,74.5883,73.6771,20453800,73.9874
2/15/2002,74.0469,74.1063,73.0961,18366800,73.2149
2/19/2002,72.7264,72.8188,71.7096,15988100,71.8086
2/20/2002,72.0001,73.0169,71.188,29242800,73.0169
2/21/2002,72.5811,73.0433,71.4785,26288600,71.5049
2/22/2002,71.5379,72.5877,71.221,26572900,72.3896
2/25/2002,72.4557,73.8224,72.4293,17458700,73.5847
2/26/2002,73.6837,73.9742,73.0037,22346500,73.4328
2/27/2002,73.9214,74.5156,73.0565,28597900,73.7167
2/28/2002,73.8356,74.443,73.3074,23755400,73.3866
3/1/2002,73.763,75.1693,73.6243,26273600,75.0967
3/4/2002,75.2023,76.5822,75.0372,27184600,76.4238
3/5/2002,76.1465,76.8529,75.9088,22718900,76.1795
3/6/2002,75.9946,77.3481,75.9748,20143200,77.084
3/7/2002,77.4868,77.5792,76.3049,19330800,76.9189
3/8/2002,77.5,77.8433,76.9057,19930100,77.2425
3/11/2002,77.1764,77.8433,76.8727,15621800,77.4075
3/12/2002,76.6548,77.4141,76.5492,17153600,77.3613
3/13/2002,77.0048,77.084,76.3511,17175300,76.6152
3/14/2002,76.6152,76.8727,76.3445,11168100,76.5096
3/15/2002,76.7863,77.4352,76.7399,21220100,77.2365
3/18/2002,77.5345,77.8391,76.8724,17548900,77.2498
3/19/2002,77.6669,77.9582,77.3491,17912000,77.7662
3/20/2002,77.1372,77.1902,76.2698,17114500,76.3029
3/21/2002,76.3427,76.7399,75.5614,25846800,76.336
3/22/2002,76.4751,76.7664,75.9454,15235400,76.1705
3/25/2002,76.2036,76.3824,75.0184,17499600,75.2237
3/26/2002,75.1641,76.1573,75.131,19947600,75.6607
3/27/2002,75.5018,76.1506,75.323,19020300,75.8593
3/28/2002,76.1242,76.6539,75.813,17532900,75.8262
4/1/2002,75.6342,76.2102,75.1508,17711000,75.8593
4/2/2002,75.4687,76.1109,75.3296,15669500,75.4422
4/3/2002,75.4885,75.6209,74.2636,25658500,74.9125
4/4/2002,74.5549,75.0846,74.3099,23549000,74.6013
4/5/2002,74.9456,75.2369,74.2768,19404900,74.6145
4/8/2002,73.7074,74.8396,73.6478,16470100,74.7734
4/9/2002,74.939,74.939,74.1113,15122700,74.2504
4/10/2002,74.2239,75.1773,74.2172,17199300,75.0912
4/11/2002,74.7469,74.8529,73.1645,25453700,73.2241
4/12/2002,73.5088,73.9259,72.8599,14950600,73.7736
4/15/2002,73.9061,74.065,72.9658,17394900,73.2108
4/16/2002,73.959,75.0317,73.9392,15040900,74.9522
4/17/2002,75.078,75.2634,74.5549,12920100,74.7933
4/18/2002,74.7536,75.1244,73.5949,25204800,74.4689
4/19/2002,74.9522,74.9787,74.5284,10499200,74.7403
4/22/2002,74.4093,74.4424,73.3896,13922900,73.4955
4/23/2002,73.5551,73.8134,72.946,16967000,73.1777
4/24/2002,73.2042,74.0318,72.4361,18902700,72.4428
4/25/2002,72.3103,72.6613,71.9859,25451500,72.4825
4/26/2002,72.6944,72.84,71.0391,19769800,71.1053
4/29/2002,71.4628,71.6813,70.6021,17724400,70.7543
4/30/2002,70.8603,71.9329,70.6087,19473500,71.4165
5/1/2002,71.4893,72.3368,70.7146,24575600,72.2905
5/2/2002,72.2375,72.7738,71.3635,15666800,72.0124
5/3/2002,71.9064,72.0124,70.9795,18185500,71.2311
5/6/2002,71.2708,71.5025,69.7281,23630400,69.834
5/7/2002,70.2511,70.3968,69.4566,21910000,69.589
5/8/2002,70.8802,72.4097,70.708,27917400,72.1779
5/9/2002,71.9395,72.2375,71.2311,18085600,71.3436
5/10/2002,71.4893,71.5423,69.9201,18958900,69.9995
5/13/2002,70.3306,71.4761,70.0459,14677700,71.4231
5/14/2002,72.5818,73.0784,72.1713,34201200,72.9791
5/15/2002,72.5023,73.4359,72.3633,29535300,72.6944
5/16/2002,72.6348,73.1512,72.3898,28092000,73.0718
5/17/2002,73.2704,73.6611,72.8996,27823700,73.4293
5/20/2002,73.2572,73.2903,72.4957,13833800,72.6348
5/21/2002,72.9062,73.1512,71.721,16877200,71.9727
5/22/2002,71.6548,72.2507,71.5092,15844200,72.1316
5/23/2002,72.3434,73.0718,71.827,13879800,72.8996
5/24/2002,72.8202,72.9658,71.9131,11877000,71.966
5/28/2002,72.2044,72.2574,71.145,24236900,71.5754
5/29/2002,71.2576,71.5224,70.9331,14773300,71.0457
5/30/2002,70.5491,71.1847,70.1187,18217900,70.847
5/31/2002,71.1119,71.88,70.7477,19826300,70.9927
6/3/2002,70.9066,71.2443,68.9468,26056300,69.1057
6/4/2002,68.96,69.6552,68.5627,25856200,69.2778
6/5/2002,69.4897,69.9664,69.0924,19695900,69.9267
6/6/2002,69.8803,69.9201,68.2979,22998500,68.5031
6/7/2002,67.3908,68.8077,67.351,24011600,68.4237
6/10/2002,68.3575,69.1653,68.2118,18759900,68.6885
6/11/2002,68.9468,69.2182,67.3577,19990700,67.5099
6/12/2002,67.3444,68.0728,66.7286,31266000,67.9205
6/13/2002,67.6225,68.1986,67.0994,21043900,67.2385
6/14/2002,66.4174,67.2451,65.219,39267500,67.1392
6/17/2002,67.4835,69.0858,67.4371,17647200,68.9401
6/18/2002,68.6885,69.5427,68.6157,21628500,69.5029
6/19/2002,68.5296,69.1454,67.6953,21540700,67.8807
6/20/2002,67.7086,68.2317,66.8478,25691000,67.0134
6/21/2002,66.7599,67.0656,65.5705,31190700,65.9692
6/24/2002,65.524,66.9061,64.6203,37169700,66.3147
6/25/2002,66.647,67.039,64.813,33355000,64.8263
6/26/2002,63.2581,65.2183,63.2515,37913600,64.9326
6/27/2002,65.4509,66.1087,64.1685,31616400,66.0689
6/28/2002,65.9426,66.7799,65.7034,28184200,65.7566
7/1/2002,65.9027,66.3147,64.3811,20270200,64.4741
7/2/2002,64.3612,64.5871,62.9724,34213900,63.1053
7/3/2002,62.8727,63.6834,62.2747,30565800,63.4641
7/5/2002,64.308,66.1353,64.2283,19013500,65.9891
7/8/2002,65.7699,66.2483,64.8263,19118600,65.1652
7/9/2002,64.9393,65.3446,63.1319,28620400,63.5239
7/10/2002,63.7897,63.8362,61.1584,50522500,61.2115
7/11/2002,60.9723,62.0288,60.0155,59476500,61.7099
7/12/2002,62.0156,62.3877,60.8129,39018600,61.0321
7/15/2002,60.8926,61.3976,58.4008,77317200,61.3577
7/16/2002,60.5471,61.3843,59.7165,53282400,60.175
7/17/2002,61.4375,61.9956,59.6367,48880600,60.2946
7/18/2002,60.268,60.5338,58.3078,32656700,58.341
7/19/2002,57.65,58.1749,56.0153,77572600,56.2878
7/22/2002,55.8824,57.0851,54.1216,78134000,54.6199
7/23/2002,54.8525,55.311,52.992,74484100,53.1249
7/24/2002,51.9155,56.5602,51.6165,107022800,56.2944
7/25/2002,55.9954,57.0453,54.2213,87176600,55.816
7/26/2002,56.2479,57.0984,55.6831,41206800,56.8792
7/29/2002,58.1417,60.0288,58.0088,53492900,59.65
7/30/2002,59.351,60.7331,58.9523,47532200,60.4275
7/31/2002,60.1284,60.8328,59.3045,44669900,60.5736
8/1/2002,60.3876,60.6999,58.6932,66571900,58.9922
8/2/2002,58.8061,59.0786,56.8925,51772900,57.6699
8/5/2002,57.4705,57.7629,55.517,47191300,55.6632
8/6/2002,56.6333,58.4075,56.5536,64730000,57.537
8/7/2002,58.3875,58.8061,56.9921,43289400,58.5403
8/8/2002,58.753,60.5338,58.341,48339800,60.4341
8/9/2002,59.8693,61.0919,59.3709,41879200,60.66
8/12/2002,59.7962,60.6467,59.5038,25841700,60.2148
8/13/2002,59.9025,60.9059,58.9058,49690500,59.1184
8/14/2002,59.1517,61.5504,58.4872,57423600,61.278
8/15/2002,61.69,62.4541,61.2647,45551500,62.1285
8/16/2002,61.6767,62.5139,61.1318,36517300,61.9425
8/19/2002,62.1019,63.6236,61.8627,33669900,63.391
8/20/2002,63.0056,63.391,62.2083,30508300,62.7199
8/21/2002,63.1651,63.6435,62.175,39628900,63.6236
8/22/2002,63.4508,64.5539,63.1717,38399800,64.2416
8/23/2002,63.7964,63.8894,62.5604,33716400,62.8594
8/26/2002,63.0654,63.5505,62.1285,33830100,63.298
8/27/2002,63.5904,63.9558,62.1285,35335700,62.5671
8/28/2002,61.9823,62.1219,60.9989,38970600,61.1983
8/29/2002,60.6467,61.8295,60.3411,42965700,61.2248
8/30/2002,60.9192,62.0554,60.7331,30366700,60.9856
9/3/2002,60.2879,60.4673,58.5736,76586400,58.66
9/4/2002,58.8792,59.969,58.5138,51099500,59.4972
9/5/2002,58.7995,59.4241,58.1417,67250900,58.9922
9/6/2002,59.6367,60.1816,59.3643,38622200,59.8029
9/9/2002,59.2048,60.6999,59.0055,33998400,60.2414
9/10/2002,60.5604,60.9856,60.175,41416600,60.9325
9/11/2002,61.4441,62.0156,60.5338,27711200,60.5537
9/12/2002,60.3012,60.361,59.1317,43601700,59.4374
9/13/2002,58.9324,59.7364,58.64,41131000,59.5836
9/16/2002,59.3444,59.7298,58.7796,28167600,59.7298
9/17/2002,60.3942,60.5936,58.3078,47609700,58.3609
9/18/2002,57.8161,58.8061,57.331,54719400,57.7762
9/19/2002,57.1383,57.6765,56.2811,48510500,56.2811
9/20/2002,56.6802,56.8671,56.0995,46325600,56.2997
9/23/2002,55.8325,56.1062,55.1918,46893800,55.8392
9/24/2002,55.0249,55.8325,54.6311,69507000,54.9381
9/25/2002,55.6456,56.5801,54.7579,59294400,56.2997
9/26/2002,56.7469,57.381,56.3665,53638000,57.2208
9/27/2002,56.7336,57.1541,55.2318,64648300,55.2318
9/30/2002,54.7312,55.2652,53.997,73096400,54.5911
10/1/2002,55.0182,57.2475,54.3775,67198100,57.2141
10/2/2002,56.5267,57.0873,55.1317,56749100,55.4988
10/3/2002,55.4921,56.4666,54.6978,55547000,54.9381
10/4/2002,55.2652,55.3453,53.116,68483700,53.9303
10/7/2002,53.4364,54.1973,52.4285,53188000,52.8156
10/8/2002,53.2695,54.2707,52.1949,79531000,53.6433
10/9/2002,52.7889,53.1961,51.9146,79956400,52.1281
10/10/2002,52.0214,54.1105,51.4407,76749000,53.8168
10/11/2002,54.798,56.5534,54.6111,82308300,56.1729
10/14/2002,55.5322,56.6335,55.4254,40631900,56.4866
10/15/2002,58.0618,59.2165,57.9684,82320300,59.2032
10/16/2002,58.3421,58.6025,57.3476,62977800,57.7681
10/17/2002,59.3166,59.6036,58.6358,68534100,58.9162
10/18/2002,58.5023,59.4768,58.0218,47448700,59.1631
10/21/2002,58.816,60.4046,58.4489,45859100,60.1843
10/22/2002,59.4368,60.0775,59.083,40966800,59.7505
10/23/2002,59.2499,60.2511,58.5224,54905800,60.2043
10/24/2002,60.5714,60.6716,58.8027,54987400,58.9762
10/25/2002,58.8761,60.3312,58.6959,43672100,60.2043
10/28/2002,60.8384,60.9319,59.3033,39416100,59.8105
10/29/2002,59.4568,59.7304,58.0685,59508200,59.1164
10/30/2002,59.1898,60.0442,58.8895,41688600,59.6904
10/31/2002,59.8439,60.2711,58.8628,41620600,59.083
11/1/2002,58.9695,60.6182,58.7693,51878900,60.2511
11/4/2002,61.2723,62.0332,60.6716,49080600,60.8251
11/5/2002,60.6315,61.4525,60.6315,37270800,61.3056
11/6/2002,61.7261,62.1199,60.5981,65013100,62.0999
11/7/2002,61.4191,61.5526,60.2177,51572000,60.5781
11/8/2002,60.4246,61.1188,59.7505,37905400,59.8372
11/11/2002,59.7438,59.7772,58.6025,33505100,58.9095
11/12/2002,59.1765,60.0241,58.9829,37724500,59.3767
11/13/2002,58.9495,59.8973,58.3688,63891500,59.4368
11/14/2002,60.1176,60.7383,59.904,31896800,60.5581
11/15/2002,60.0709,61.1054,60.0375,39152100,61.0053
11/18/2002,61.5059,61.5059,60.3045,28934800,60.3912
11/19/2002,60.0842,60.805,59.9107,32806600,60.3111
11/20/2002,60.0575,61.6861,60.0375,36688400,61.6527
11/21/2002,61.8062,62.8675,61.6928,55128200,62.8007
11/22/2002,62.3936,62.9209,62.2534,32513800,62.3535
11/25/2002,62.3602,62.9142,61.9197,33846400,62.3936
11/26/2002,62.1199,62.3736,61.1521,42284700,61.2055
11/27/2002,61.7528,63.1745,61.6928,37764000,62.9276
11/29/2002,63.2746,63.3747,62.5871,19385700,62.7273
12/2/2002,63.7218,64.1089,62.2201,49911900,62.8274
12/3/2002,62.2401,62.3402,61.6394,34407700,61.9864
12/4/2002,61.2522,62.1667,61.0253,64040800,61.7061
12/5/2002,61.893,61.9397,60.805,36724900,61.0253
12/6/2002,60.1509,61.5192,60.0575,49824100,61.4258
12/9/2002,60.785,61.0453,59.7238,36789600,59.7371
12/10/2002,60.0842,60.805,59.9107,33319900,60.5381
12/11/2002,60.3512,61.1521,60.1776,39201000,60.5915
12/12/2002,60.8718,61.0654,60.2043,34465600,60.5848
12/13/2002,60.0108,60.3912,59.5836,36862200,59.6303
12/16/2002,59.9507,61.2656,59.8439,37098400,61.1722
12/17/2002,60.9853,61.2322,60.5648,32353900,60.6382
12/18/2002,60.2844,60.3378,59.6237,35612600,59.9374
12/19/2002,59.637,60.5381,59.1364,39264200,59.5102
12/20/2002,59.8253,60.3753,59.7583,31176900,60.3552
12/23/2002,60.0869,60.6771,59.8991,22599300,60.3753
12/24/2002,60.0869,60.268,59.8589,10937000,59.9259
12/26/2002,60.1607,60.771,59.5839,17485600,59.9528
12/27/2002,59.6644,59.8857,58.6047,22205700,58.6047
12/30/2002,58.8797,59.3357,58.4974,29968000,59.0943
12/31/2002,59.0138,59.3089,58.4236,34036600,59.1748
1/2/2003,59.5906,61.2338,59.3827,44516300,61.0795
1/3/2003,60.9722,61.2874,60.6972,32222600,61.2673
1/6/2003,61.1935,62.7026,61.1466,40984500,62.3471
1/7/2003,62.3069,62.6221,61.8374,38640400,62.1929
1/8/2003,61.8374,61.9715,61.0661,38702200,61.2941
1/9/2003,61.5825,62.4947,61.3076,34804900,62.2465
1/10/2003,61.6697,62.8032,61.5691,37768900,62.4142
1/13/2003,62.7361,62.9507,61.9984,31649900,62.3941
1/14/2003,62.166,62.9306,61.9783,30733000,62.5953
1/15/2003,62.7361,62.7562,61.6429,33511800,61.9715
1/16/2003,62.0386,62.327,61.3344,44812100,61.7167
1/17/2003,61.0259,61.9045,60.4625,35618300,60.8045
1/21/2003,60.9454,60.9789,59.6577,36826200,59.8589
1/22/2003,59.5369,60.2278,59.0205,42286500,59.1345
1/23/2003,59.5235,59.9461,58.987,55919800,59.4967
1/24/2003,59.4162,59.4766,57.7932,68633900,57.934
1/27/2003,57.4981,58.2157,56.6731,57884400,57.1426
1/28/2003,57.431,57.9474,57.0956,46929100,57.5651
1/29/2003,57.2901,58.4706,56.8542,53712200,58.0011
1/30/2003,58.209,58.2693,56.606,49845900,56.6262
1/31/2003,56.4384,57.82,56.4384,55317000,57.7194
2/3/2003,57.773,58.2224,57.6255,39696000,57.8334
2/4/2003,57.2164,57.5115,56.539,43633400,57.2633
2/5/2003,57.5115,58.0413,56.6597,55270600,56.9078
2/6/2003,56.5859,56.9347,56.103,53638000,56.6396
2/7/2003,56.9481,57.0017,55.647,43165000,55.9488
2/10/2003,55.9756,56.425,55.4323,45455900,56.3445
2/11/2003,56.5859,56.928,55.5531,46861000,55.9555
2/12/2003,55.7744,56.0829,55.0568,35873600,55.0635
2/13/2003,55.097,55.439,54.3257,57934100,55.2311
2/14/2003,55.2445,56.4719,54.8757,59580900,56.4384
2/18/2003,56.6932,57.545,56.5993,39492700,57.431
2/19/2003,57.2231,57.3237,56.5256,31432000,57.1292
2/20/2003,57.1493,57.2901,56.3713,29280100,56.5591
2/21/2003,56.5926,57.5048,55.9756,60955800,57.1292
2/24/2003,56.9615,57.0085,56.0628,30628600,56.2036
2/25/2003,55.6335,56.6664,55.1439,56770600,56.653
2/26/2003,56.3512,56.6932,55.7207,37787200,55.828
2/27/2003,56.1366,56.8408,55.7744,51126000,56.5658
2/28/2003,56.653,57.1627,56.4451,43666800,56.9414
3/3/2003,57.1828,57.5316,56.15,42923100,56.3981
3/4/2003,56.3042,56.3445,55.4323,31440500,55.4994
3/5/2003,55.4055,56.0293,55.2378,43974700,55.9689
3/6/2003,55.5799,56.0158,55.3116,41217700,55.4994
3/7/2003,54.7348,56.3311,54.6141,63538000,55.8817
3/10/2003,55.3988,55.5732,54.3928,41014100,54.5403
3/11/2003,54.6476,54.9964,53.9769,48102700,54.0038
3/12/2003,53.9099,54.3928,53.2392,62459800,54.3659
3/13/2003,55.1171,56.2774,54.6812,72117800,56.2439
3/14/2003,56.4719,56.8542,55.9018,63951800,56.425
3/17/2003,55.9756,58.3163,55.8146,88217500,58.2023
3/18/2003,58.4504,58.5846,57.8669,50792300,58.5443
3/19/2003,58.5376,59.1278,58.1352,49630800,58.9937
3/20/2003,58.5712,59.4162,57.9139,67321600,59.1211
3/21/2003,59.7922,60.5194,59.2064,71165300,60.378
3/24/2003,59.267,59.3478,58.1425,65398900,58.3715
3/25/2003,58.4051,59.4286,58.2031,61040100,58.9303
3/26/2003,58.9572,59.1525,58.4455,45740800,58.6341
3/27/2003,58.1762,59.0246,57.9001,53120200,58.6812
3/28/2003,58.2233,58.7687,58.0752,32583000,58.3849
3/31/2003,57.4692,58.3041,56.8295,61119500,57.0584
4/1/2003,57.4018,58.1694,57.1729,53574000,57.9338
4/2/2003,58.9438,59.772,58.9169,50431200,59.3343
4/3/2003,59.8393,59.9201,59.0179,48755500,59.0515
4/4/2003,59.5431,59.6508,58.9977,36250100,59.4017
4/7/2003,60.8291,61.1725,59.2333,69776200,59.2872
4/8/2003,59.4555,59.6912,59.0583,39712700,59.3815
4/9/2003,59.4959,59.9942,58.4253,55647300,58.6004
4/10/2003,58.6408,59.0044,57.7116,41812400,58.9236
4/11/2003,59.3613,59.7249,58.4859,47730100,58.6812
4/14/2003,58.8967,59.9269,58.5802,36711700,59.8932
4/15/2003,59.8191,60.4521,59.5363,49709800,60.4521
4/16/2003,60.5396,60.6406,59.2737,51788000,59.4219
4/17/2003,59.4555,60.4117,59.3815,37403100,60.3039
4/21/2003,60.5059,60.7079,59.9673,32052700,60.3645
4/22/2003,59.9942,61.6506,59.8528,59763600,61.5025
4/23/2003,61.691,62.1825,61.4351,44227100,62.0681
4/24/2003,61.6304,62.0007,61.2466,49692400,61.5159
4/25/2003,61.4755,61.59,60.6137,43917200,60.7551
4/28/2003,60.8965,62.0748,60.8022,46432900,61.8055
4/29/2003,62.0411,62.4855,61.5429,52017100,62.0209
4/30/2003,61.8863,62.3307,61.5496,48709100,61.8863
5/1/2003,61.893,62.4384,60.9369,50240400,61.8795
5/2/2003,61.6506,62.9367,61.6035,50201500,62.7616
5/5/2003,62.9367,63.1454,62.2835,35437800,62.6404
5/6/2003,62.6471,63.5494,62.6202,44401000,63.2329
5/7/2003,62.903,63.3878,62.6,41413100,62.8828
5/8/2003,62.297,62.8424,62.1354,40570700,62.2499
5/9/2003,62.5057,63.1589,62.3576,33608100,63.1117
5/12/2003,62.9569,64.0477,62.8087,35662300,63.8861
5/13/2003,63.6504,64.0881,63.4686,39253600,63.7716
5/14/2003,64.0275,64.1285,63.2329,32195100,63.6369
5/15/2003,63.8928,64.1891,63.4619,43879200,64.0409
5/16/2003,63.8928,64.2699,63.4686,38905000,63.8793
5/19/2003,63.3945,63.5763,62.1691,41606000,62.3845
5/20/2003,62.499,62.6404,61.6708,55404600,62.2566
5/21/2003,62.0209,62.5394,61.8863,49333800,62.3845
5/22/2003,62.5865,63.3272,62.4047,38421800,63.004
5/23/2003,62.9771,63.2801,62.7145,26155900,63.1319
5/27/2003,62.8222,64.5325,62.6673,43719200,64.2362
5/28/2003,64.5392,64.9567,64.2564,37727100,64.418
5/29/2003,64.5594,65.1923,64.0207,50844200,64.2497
5/30/2003,64.5729,65.3741,64.3439,52529500,65.2799
6/2/2003,65.6704,66.2899,65.0913,50305500,65.5492
6/3/2003,65.4145,65.8791,65.2125,38254500,65.8185
6/4/2003,65.7579,66.8959,65.6973,49360700,66.7679
6/5/2003,66.3774,67.0979,66.1687,46262400,67.0979
6/6/2003,67.6029,68.2762,66.7477,60356800,66.8353
6/9/2003,66.5053,66.7275,65.832,37808500,66.1552
6/10/2003,66.2966,66.8353,66.1148,29965900,66.8285
6/11/2003,66.7679,67.5961,66.4649,37610200,67.5355
6/12/2003,67.8385,67.9395,67.0777,36442000,67.7443
6/13/2003,67.7443,67.8385,66.6265,48628300,67.0373
6/16/2003,67.3066,68.4782,67.1989,36326300,68.4513
6/17/2003,68.7273,68.8014,68.1617,36801800,68.4513
6/18/2003,68.2021,68.7745,68.0069,35521000,68.3907
6/19/2003,68.4378,68.4984,67.2258,43551700,67.347
6/20/2003,67.8409,67.9152,67.1854,41545000,67.1989
6/23/2003,67.2056,67.3475,66.1717,34237500,66.5096
6/24/2003,66.3744,66.9624,66.2393,36213600,66.5772
6/25/2003,66.5839,67.1989,65.9081,47743400,65.9081
6/26/2003,66.0771,66.888,65.523,33477300,66.7664
6/27/2003,66.7326,67.0299,65.9419,54208800,65.996
6/30/2003,66.3744,66.6785,65.8676,33349000,65.9757
7/1/2003,65.7189,66.8002,65.1648,51322800,66.5839
7/2/2003,66.7461,67.4354,66.611,34662100,67.4219
7/3/2003,66.9488,67.4759,66.1582,30792800,66.7258
7/7/2003,67.3408,68.1855,67.3408,31391100,68.0503
7/8/2003,67.9152,68.4491,67.6922,30952500,68.3545
7/9/2003,68.199,68.5234,67.5976,36528500,67.9693
7/10/2003,67.4692,67.6043,66.6515,49777700,67.1043
7/11/2003,67.1651,67.8814,67.1651,39976300,67.7395
7/14/2003,68.3882,68.8613,67.8814,42114900,68.0706
7/15/2003,68.5099,68.5639,67.5435,42573600,67.922
7/16/2003,68.1247,68.1652,67.057,39894200,67.5232
7/17/2003,67.0029,67.4962,66.3339,52253500,66.5637
7/18/2003,66.9151,67.4422,66.5366,35698100,67.2462
7/21/2003,67.2056,67.2327,66.1244,34786000,66.415
7/22/2003,66.692,67.1786,66.1717,49968300,67.0164
7/23/2003,67.0434,67.2056,66.415,37275400,67.0637
7/24/2003,67.5706,67.8071,66.4758,40896200,66.5569
7/25/2003,66.6718,67.7733,66.2528,43241100,67.7327
7/28/2003,67.8273,68.2396,67.3543,34382800,67.4827
7/29/2003,67.6719,67.753,66.6853,53472100,67.1718
7/30/2003,67.307,67.4084,66.8542,28363300,67.0097
7/31/2003,67.5638,68.1923,67.0164,54937200,67.1651
8/1/2003,67.0299,67.2597,66.3879,49321000,66.5704
8/4/2003,66.4353,66.9015,65.55,55214100,66.5704
8/5/2003,66.5028,66.7394,65.104,61415600,65.158
