date,open,high,low,close,volume
12/22/2000,84.0906,85.4656,83.9887,85.3536,10182900
12/26/2000,85.2925,86.2703,84.9258,86.2703,4665300
12/27/2000,85.8832,87.1767,85.5573,86.9018,4854100
12/28/2000,86.5758,87.2685,86.4332,87.1666,8358700
12/29/2000,87.3907,87.5332,85.5166,85.5166,8774600
1/2/2001,86.0462,86.148,83.1536,83.9684,8737500
1/3/2001,83.6425,88.6537,83.2146,88.0018,19431600
1/4/2001,87.9611,88.3073,86.6981,87.0545,9219000
1/5/2001,87.0036,87.1055,84.2128,84.2128,12911400
1/8/2001,84.661,84.8647,83.235,84.8647,6625300
1/9/2001,85.4248,85.7203,84.3656,84.6406,5702400
1/10/2001,84.0906,86.1277,83.9684,86.1277,8746100
1/11/2001,85.4554,87.0138,85.4554,86.2092,7245100
1/12/2001,86.4944,87.1666,85.5776,86.0462,7244000
1/16/2001,86.0462,86.8203,85.7304,86.5962,8542200
1/17/2001,87.8999,88.0323,86.4638,86.9934,7851400
1/18/2001,86.9833,88.4601,86.6573,87.8592,8107000
1/19/2001,88.7759,88.7759,87.2685,87.3601,7782500
1/22/2001,87.5129,88.511,87.0647,87.9407,7050900
1/23/2001,87.6555,89.0814,87.4518,88.6333,8463100
1/24/2001,88.8166,89.5092,88.5518,88.8981,6199900
1/25/2001,88.8166,89.4685,88.4296,88.674,10818300
1/26/2001,88.1036,88.7351,87.6453,88.5722,7136800
1/29/2001,88.3277,89.2403,88.243,89.0448,6705900
1/30/2001,88.8492,89.9052,88.5168,89.827,7069100
1/31/2001,89.5663,90.4137,89.0448,89.3186,9706900
2/1/2001,89.3707,89.9248,88.8166,89.9118,8239100
2/2/2001,89.5663,89.9509,87.8388,87.8714,8276600
2/5/2001,87.8714,88.6146,87.8388,88.5168,4352900
2/6/2001,88.1974,89.11,88.1452,88.256,7106700
2/7/2001,87.8193,88.2625,87.1413,87.7997,5748700
2/8/2001,87.8714,88.2625,86.7633,86.7763,5943300
2/9/2001,86.9262,86.9262,85.5638,85.9419,9913000
2/12/2001,85.8506,87.024,85.8506,86.9262,5804400
2/13/2001,87.1544,87.4608,86.0462,86.2157,6587600
2/14/2001,86.4699,86.4699,85.1727,86.0853,8400100
2/15/2001,86.5938,87.037,86.0397,86.9197,5929800
2/16/2001,85.3943,85.5834,84.2862,85.0032,6434900
2/20/2001,85.4204,85.4856,83.5039,83.693,5760000
2/21/2001,83.3736,83.9863,81.8091,81.8873,10910800
2/22/2001,82.3632,82.487,80.1925,82.0112,21281600
2/23/2001,81.5353,81.8352,79.3972,81.4571,20173000
2/26/2001,82.0046,83.191,81.1572,83.191,11503700
2/27/2001,82.6565,83.3344,81.8156,82.4218,11415000
2/28/2001,82.6239,82.6826,80.3554,80.7987,14825800
3/1/2001,80.8639,81.2224,79.3646,81.2224,14672000
3/2/2001,79.8535,81.9069,79.7231,80.5771,12564300
3/5/2001,80.9291,81.3397,80.7074,81.3137,5293200
3/6/2001,82.3632,83.2758,81.8026,82.1872,6917000
3/7/2001,82.7217,82.813,81.9786,82.7738,6371700
3/8/2001,82.5261,82.9433,82.2263,82.8651,6055000
3/9/2001,82.2002,82.2002,80.2511,80.4141,10020300
3/12/2001,79.7492,79.8535,76.7571,76.9722,13972900
3/13/2001,77.8327,78.5106,76.6137,78.2369,12888000
3/14/2001,76.3008,77.761,75.4534,76.6919,19883400
3/15/2001,77.2134,77.4807,76.5029,76.7115,10370300
3/16/2001,76.5628,76.7392,75.0463,75.177,58514600
3/19/2001,75.6672,76.9288,75.0528,76.7066,10067800
3/20/2001,77.0661,77.4321,74.5887,74.6475,15083900
3/21/2001,74.6345,75.3404,73.1441,73.3795,19004600
3/22/2001,73.2226,73.6017,70.621,72.6343,28624800
3/23/2001,74.0266,74.9482,72.8827,74.8306,12861700
3/26/2001,75.628,76.0006,75.0201,75.7849,9943800
3/27/2001,75.5757,77.5563,75.3535,77.3341,12880700
3/28/2001,76.4124,76.4451,75.1051,75.1966,10953300
3/29/2001,74.9744,76.151,73.301,75.4842,12060300
3/30/2001,75.53,76.2751,74.8436,76.2751,9183600
4/2/2001,76.0202,76.7262,74.3861,74.6475,10561000
4/3/2001,74.5037,74.6149,71.9414,72.1571,12836000
4/4/2001,72.2748,73.2749,71.4446,72.4578,14884300
4/5/2001,74.0593,75.4908,73.5363,75.2032,21522800
4/6/2001,74.5103,74.7783,73.2487,74.0593,14937800
4/9/2001,74.5168,75.1639,73.7194,74.8829,9034300
4/10/2001,75.4646,76.968,75.2816,76.249,17873600
4/11/2001,77.6413,77.7786,75.9156,76.3013,12722300
4/12/2001,76.0202,77.7459,75.798,77.687,9233200
4/16/2001,77.321,77.7132,76.419,76.87,7350000
4/17/2001,76.6804,78.2165,76.4909,77.955,10924700
4/18/2001,79.1316,82.3607,78.8898,81.0534,32481600
4/19/2001,81.2168,82.2561,80.7788,82.1319,13809900
4/20/2001,81.6417,81.9685,80.8311,81.3802,7626700
4/23/2001,80.8246,80.9815,79.6872,79.9029,8451800
4/24/2001,80.086,80.8246,79.1578,79.4715,10044700
4/25/2001,79.3669,80.8377,79.0597,80.5108,8249000
4/26/2001,80.8769,81.8508,80.7265,80.8704,10590400
4/27/2001,81.6547,82.2561,81.1841,82.2169,7938700
4/30/2001,82.6548,83.1908,81.4913,82.7921,10766900
5/1/2001,81.7528,83.1124,81.4456,83.047,10578000
5/2/2001,83.2823,83.4654,82.3607,82.8967,9572900
5/3/2001,82.4457,82.4587,81.1972,81.8443,9926200
5/4/2001,80.8246,83.2431,80.6873,83.2366,12145300
5/7/2001,82.9228,83.2627,82.511,82.5176,7185200
5/8/2001,82.9228,83.0797,82.0731,82.4783,6952600
5/9/2001,81.8704,82.7202,81.7462,82.1319,9507400
5/10/2001,83.1843,83.3412,82.2103,82.3738,6872400
5/11/2001,82.3607,82.681,81.3148,81.8051,7734400
5/14/2001,81.6417,81.9946,81.3541,81.9685,7914000
5/15/2001,82.0665,82.6875,81.609,82.3476,9782200
5/16/2001,81.6024,84.4524,81.4586,84.289,14909000
5/17/2001,84.3217,85.0276,84.034,84.4197,11824600
5/18/2001,84.3805,84.8054,83.7334,84.8054,6683100
5/21/2001,84.8707,86.178,84.4197,86.0538,11531500
5/22/2001,86.1715,86.3415,85.6747,85.9427,8342700
5/23/2001,85.6617,85.6617,84.4851,84.4851,12330800
5/24/2001,84.6289,84.9753,84.0275,84.7335,7902800
5/25/2001,84.7465,84.7792,83.6026,83.7334,7425000
5/29/2001,83.8118,83.8968,82.949,83.0666,9003900
5/30/2001,82.7463,83.0732,81.707,81.9031,10041800
5/31/2001,81.9881,82.8575,81.877,82.328,9874200
6/1/2001,82.4914,83.0797,81.7855,82.8379,8848300
6/4/2001,82.8836,83.2954,82.413,83.2366,5623500
6/5/2001,83.3346,84.472,83.1908,84.1909,9115400
6/6/2001,84.2105,84.2105,83.2497,83.4915,12064900
6/7/2001,83.047,83.8968,83.0143,83.7922,7355300
6/8/2001,83.4719,83.583,82.4522,83.0143,8170600
6/11/2001,82.8248,83.0078,81.975,82.4261,7012200
6/12/2001,81.6155,82.8444,81.0795,82.2822,9364400
6/13/2001,82.4718,82.7398,81.4783,81.5763,7629400
6/14/2001,81.171,81.2495,79.5826,79.7461,12603000
6/15/2001,79.258,80.2347,78.9237,79.8742,16821100
6/18/2001,79.7431,80.2609,79.258,79.4874,11368300
6/19/2001,80.2216,80.5559,79.2449,79.8348,7732300
6/20/2001,79.4415,80.5362,79.3825,80.2544,8787200
6/21/2001,80.1167,81.4867,80.0708,81.1655,12259100
6/22/2001,80.9492,81.0148,80.0774,80.5297,12212000
6/25/2001,80.8116,80.9164,79.6447,79.789,8406800
6/26/2001,79.2514,80.2282,79.0351,79.6775,8005800
6/27/2001,79.7103,80.1298,79.258,79.6316,10105100
6/28/2001,79.9725,81.2442,79.9266,80.0708,10269300
6/29/2001,80.4969,81.2901,80.1429,80.3658,9824200
7/2/2001,80.4969,81.4933,80.3789,81.3687,8522200
7/3/2001,81.2704,81.3491,80.6608,81.3491,3303100
7/5/2001,80.6739,81.0541,79.7496,79.7627,5517900
7/6/2001,79.5202,79.6382,78.0387,78.0387,11665900
7/9/2001,78.3272,79.0155,78.1371,78.4648,8339300
7/10/2001,78.8516,79.081,77.4881,77.5209,8630700
7/11/2001,77.416,77.9339,76.7539,77.5995,15328600
7/12/2001,78.3337,79.6251,78.2092,79.4415,12002800
7/13/2001,79.2121,80.1823,79.0679,80.1298,10433800
7/16/2001,79.8217,80.156,78.8516,79.1269,6915300
7/17/2001,78.7926,79.9397,78.55,79.8676,7469800
7/18/2001,79.0286,79.7365,78.7008,79.3235,7709300
7/19/2001,80.0905,80.6149,79.1597,80.0184,10082900
7/20/2001,79.4153,79.9332,79.2646,79.5399,6705800
7/23/2001,79.8414,79.8938,77.9732,77.9732,8065200
7/24/2001,78.006,78.1371,76.5311,77.2194,12269000
7/25/2001,77.298,78.3206,76.9965,78.0715,12088500
7/26/2001,78.0453,79.2187,77.7175,78.8909,12898200
7/27/2001,79.2056,79.5464,78.6025,79.1924,8478800
7/30/2001,79.4415,79.5464,78.8581,79.2187,8547700
7/31/2001,79.317,80.4183,79.1859,79.5464,11918100
8/1/2001,79.9528,80.4314,79.6775,80.0446,11940800
8/2/2001,80.7788,80.7919,79.9004,80.3724,11070100
8/3/2001,80.2085,80.2085,79.2514,79.9332,10816300
8/6/2001,79.5464,79.6513,78.727,78.8581,8550100
8/7/2001,78.8385,79.4481,78.6025,79.1662,8865100
8/8/2001,78.7401,79.4219,77.6323,77.6979,15183800
8/9/2001,77.8093,77.9863,77.2587,77.9273,14118500
8/10/2001,77.8749,78.5566,76.9178,78.1961,11173300
8/13/2001,78.3993,78.5632,77.8814,78.2157,7431600
8/14/2001,78.7533,78.8909,77.8749,78.183,13178100
8/15/2001,78.1567,78.4058,77.4029,77.5078,8520600
8/16/2001,77.2194,77.8421,76.6949,77.7765,10734700
8/17/2001,77.121,77.2652,76.046,76.5311,11604600
8/20/2001,76.5638,77.2849,76.4,77.239,10417400
8/21/2001,77.2194,77.7044,75.9083,75.9214,14480800
8/22/2001,76.5311,76.9768,75.8952,76.7081,11752300
8/23/2001,76.6687,77.0358,76.3606,76.4327,8744100
8/24/2001,76.8326,78.0912,76.5245,78.0191,11687700
8/27/2001,77.9863,78.1371,77.5209,77.5537,7425100
8/28/2001,77.534,77.6717,76.4196,76.4196,12046600
8/29/2001,76.7802,76.8129,75.4954,75.7379,16180000
8/30/2001,75.2856,75.869,73.4436,74.2827,17692600
8/31/2001,74.3351,75.2331,74.1581,74.8267,15985400
9/4/2001,74.6301,76.1509,74.3154,74.3482,24473400
9/5/2001,74.5318,74.853,73.3846,74.5318,21477100
9/6/2001,73.8435,74.2695,72.6111,72.6111,21653000
9/7/2001,72.1195,72.9257,71.2083,71.2673,33133900
9/10/2001,70.5987,72.3358,70.5987,72.1391,23408700
9/17/2001,66.2067,69.7465,65.5512,68.3699,32388700
9/18/2001,68.3896,69.0255,67.7538,68.2061,22029200
9/19/2001,68.2388,68.501,64.6073,66.8295,42771800
9/20/2001,65.8134,66.7377,64.6073,64.7056,36210900
9/21/2001,62.0361,65.1353,61.7203,64.0101,49782100
9/24/2001,65.6156,66.5632,65.1814,66.2605,25549600
9/25/2001,66.2934,67.1159,65.7341,66.9514,25466200
9/26/2001,67.3462,67.3791,66.0828,66.7145,18587500
9/27/2001,66.6224,67.3067,65.7999,67.2935,20536800
9/28/2001,67.7607,72.1298,67.4449,68.7214,21687200
10/1/2001,68.3661,68.6424,67.662,68.6095,20457400
10/2/2001,68.4319,69.4715,68.2016,69.4715,19833100
10/3/2001,68.8267,70.9849,68.6622,70.6362,32045800
10/4/2001,71.2547,71.7021,70.2414,70.6954,32674100
10/5/2001,70.5704,70.8138,69.432,70.5572,29796100
10/8/2001,69.9255,70.6033,69.6623,70.0966,12970300
10/9/2001,70.1493,70.2414,69.4847,69.7216,15976300
10/10/2001,69.6163,71.4258,69.432,71.2744,19987400
10/11/2001,71.689,72.5773,71.689,72.3799,23006300
10/12/2001,71.8206,72.3075,70.6033,72.0509,31360500
10/15/2001,71.4784,72.018,71.1034,71.9193,16873000
10/16/2001,72.2483,72.7812,71.689,72.3733,15877100
10/17/2001,73.0839,73.1366,70.8336,70.8336,28542300
10/18/2001,70.9454,71.1692,70.2414,70.6822,16510000
10/19/2001,70.4059,71.0047,69.7545,70.6362,21912500
10/22/2001,70.6033,72.0969,70.5441,72.0311,17540600
10/23/2001,72.3535,72.5641,71.3139,71.6627,22062500
10/24/2001,71.7087,72.018,71.2086,71.4718,16065200
10/25/2001,70.702,72.7747,70.2348,72.7549,27467900
10/26/2001,72.347,73.5577,72.1627,72.5904,18623300
10/29/2001,72.4852,72.7418,70.702,70.702,18727500
10/30/2001,70.6362,70.8665,69.4584,69.8532,26178600
10/31/2001,70.3401,70.9718,69.6163,69.6163,28124200
11/1/2001,70.1427,71.7285,69.5505,71.3995,29806800
11/2/2001,71.3534,71.9719,70.9783,71.8864,17575900
11/5/2001,72.4588,73.0971,72.347,72.8273,15929500
11/6/2001,72.6102,74.0117,72.2812,73.9591,23245800
11/7/2001,73.5445,74.4328,73.459,73.8604,19716000
11/8/2001,74.2683,75.0645,73.6301,74.0907,22563500
11/9/2001,73.8604,74.3275,73.3274,74.1696,15895800
11/12/2001,73.0379,74.1236,72.3799,73.7156,26068800
11/13/2001,74.6434,75.3738,74.4723,75.3738,15296200
11/14/2001,75.7817,75.9331,74.821,75.4461,17571300
11/15/2001,75.2553,75.7883,74.9658,75.5843,19470200
11/16/2001,75.7225,75.7357,74.6171,75.2487,18134900
11/19/2001,75.6172,76.2292,75.308,76.1765,13625400
11/20/2001,75.9133,76.1963,75.433,75.5383,16209700
11/21/2001,75.3409,75.4527,74.6894,75.0382,11470200
11/23/2001,75.0382,76.1634,75.0119,76.1173,6717100
11/26/2001,76.1634,76.5516,75.7159,76.2818,13726000
11/27/2001,76.0778,76.9201,75.0711,75.9528,19261400
11/28/2001,75.4988,75.7817,74.5184,74.5776,20195500
11/29/2001,74.7881,75.6172,74.3539,75.5843,16354700
11/30/2001,75.2751,75.6106,75.025,75.0448,13680300
12/3/2001,74.7816,75.0645,74.3604,74.5973,15220400
12/4/2001,74.9592,75.8673,74.5842,75.8607,17239900
12/5/2001,76.0712,77.6439,76.0383,77.2491,25204000
12/6/2001,77.2096,77.6044,76.9398,77.2096,17972900
12/7/2001,76.9201,77.0451,76.1305,76.6963,18857800
12/10/2001,76.2292,76.5845,75.2422,75.2619,13862700
12/11/2001,75.6041,76.1436,74.9461,75.1106,20833300
12/12/2001,75.3738,75.5251,74.4262,75.1961,16171500
12/13/2001,74.65,74.8145,73.7222,73.7353,19026700
12/14/2001,73.913,74.6763,73.6959,74.4394,16721900
12/17/2001,74.3473,75.2487,74.2881,75.2093,13925900
12/18/2001,75.4264,75.7686,75.2356,75.6567,13663700
12/19/2001,75.0711,76.2752,75.0119,76.1897,20143400
12/20/2001,75.9989,76.1963,75.3738,75.4396,14867900
12/21/2001,75.9484,75.9748,75.4004,75.8956,14037700
12/24/2001,75.8163,75.955,75.6711,75.7503,5728800
12/26/2001,75.6975,76.7275,75.6975,76.1663,10304800
12/27/2001,76.1266,76.6416,76.0936,76.6284,9407300
12/28/2001,76.7803,77.084,76.536,76.5888,10593800
12/31/2001,76.6879,76.8463,75.4202,75.4664,14619500
1/2/2002,76.0012,76.4238,75.1429,76.2785,18651900
1/3/2002,76.3577,77.2161,76.2851,77.1434,15743000
1/4/2002,77.3613,77.8961,76.952,77.6584,20140700
1/7/2002,77.7112,77.9027,76.9586,77.1104,13106500
1/8/2002,77.1104,77.2887,76.569,76.9321,12683700
1/9/2002,77.0378,77.7641,76.1531,76.3049,16610300
1/10/2002,76.3841,76.8199,76.1266,76.6416,12823400
1/11/2002,76.7275,76.7737,75.7305,75.889,13708400
1/14/2002,75.6975,75.8229,75.2419,75.4136,12301100
1/15/2002,75.6315,76.1861,75.2023,76.0276,20219900
1/16/2002,75.4664,75.5324,74.4034,74.4892,17067000
1/17/2002,75.1099,75.4268,74.8722,75.0504,17283400
1/18/2002,74.6081,75.1693,74.3902,74.7071,17028000
1/22/2002,75.1033,75.2221,73.961,74.1921,11689300
1/23/2002,74.3638,74.9712,73.961,74.7599,12438900
1/24/2002,75.0306,75.4334,74.8194,74.991,12142800
1/25/2002,74.6873,75.3872,74.6345,74.9712,12810700
1/28/2002,75.2023,75.3938,74.5553,75.1759,10589200
1/29/2002,75.1693,75.3542,72.6603,72.8122,27720800
1/30/2002,72.8848,74.8656,71.5709,73.862,34711800
1/31/2002,74.0469,74.8061,73.6969,74.7269,19909200
2/1/2002,74.6675,74.8061,74.0601,74.377,15838500
2/4/2002,74.0997,74.0997,72.2576,72.5283,24243400
2/5/2002,72.2312,72.9508,71.6568,72.0793,33614000
2/6/2002,72.3962,72.4557,71.3464,71.769,29486000
2/7/2002,71.7822,72.5349,71.3068,71.32,23445400
2/8/2002,71.7228,73.1225,71.5049,72.6867,19277800
2/11/2002,72.6603,73.7101,72.5085,73.5781,18792400
2/12/2002,73.2612,73.7564,72.6471,73.347,13942500
2/13/2002,73.6045,74.3044,73.5187,74.1261,16781100
2/14/2002,74.2846,74.5883,73.6771,73.9874,20453800
2/15/2002,74.0469,74.1063,73.0961,73.2149,18366800
2/19/2002,72.7264,72.8188,71.7096,71.8086,15988100
2/20/2002,72.0001,73.0169,71.188,73.0169,29242800
2/21/2002,72.5811,73.0433,71.4785,71.5049,26288600
2/22/2002,71.5379,72.5877,71.221,72.3896,26572900
2/25/2002,72.4557,73.8224,72.4293,73.5847,17458700
2/26/2002,73.6837,73.9742,73.0037,73.4328,22346500
2/27/2002,73.9214,74.5156,73.0565,73.7167,28597900
2/28/2002,73.8356,74.443,73.3074,73.3866,23755400
3/1/2002,73.763,75.1693,73.6243,75.0967,26273600
3/4/2002,75.2023,76.5822,75.0372,76.4238,27184600
3/5/2002,76.1465,76.8529,75.9088,76.1795,22718900
3/6/2002,75.9946,77.3481,75.9748,77.084,20143200
3/7/2002,77.4868,77.5792,76.3049,76.9189,19330800
3/8/2002,77.5,77.8433,76.9057,77.2425,19930100
3/11/2002,77.1764,77.8433,76.8727,77.4075,15621800
3/12/2002,76.6548,77.4141,76.5492,77.3613,17153600
3/13/2002,77.0048,77.084,76.3511,76.6152,17175300
3/14/2002,76.6152,76.8727,76.3445,76.5096,11168100
3/15/2002,76.7863,77.4352,76.7399,77.2365,21220100
3/18/2002,77.5345,77.8391,76.8724,77.2498,17548900
3/19/2002,77.6669,77.9582,77.3491,77.7662,17912000
3/20/2002,77.1372,77.1902,76.2698,76.3029,17114500
3/21/2002,76.3427,76.7399,75.5614,76.336,25846800
3/22/2002,76.4751,76.7664,75.9454,76.1705,15235400
3/25/2002,76.2036,76.3824,75.0184,75.2237,17499600
3/26/2002,75.1641,76.1573,75.131,75.6607,19947600
3/27/2002,75.5018,76.1506,75.323,75.8593,19020300
3/28/2002,76.1242,76.6539,75.813,75.8262,17532900
4/1/2002,75.6342,76.2102,75.1508,75.8593,17711000
4/2/2002,75.4687,76.1109,75.3296,75.4422,15669500
4/3/2002,75.4885,75.6209,74.2636,74.9125,25658500
4/4/2002,74.5549,75.0846,74.3099,74.6013,23549000
4/5/2002,74.9456,75.2369,74.2768,74.6145,19404900
4/8/2002,73.7074,74.8396,73.6478,74.7734,16470100
4/9/2002,74.939,74.939,74.1113,74.2504,15122700
4/10/2002,74.2239,75.1773,74.2172,75.0912,17199300
4/11/2002,74.7469,74.8529,73.1645,73.2241,25453700
4/12/2002,73.5088,73.9259,72.8599,73.7736,14950600
4/15/2002,73.9061,74.065,72.9658,73.2108,17394900
4/16/2002,73.959,75.0317,73.9392,74.9522,15040900
4/17/2002,75.078,75.2634,74.5549,74.7933,12920100
4/18/2002,74.7536,75.1244,73.5949,74.4689,25204800
4/19/2002,74.9522,74.9787,74.5284,74.7403,10499200
4/22/2002,74.4093,74.4424,73.3896,73.4955,13922900
4/23/2002,73.5551,73.8134,72.946,73.1777,16967000
4/24/2002,73.2042,74.0318,72.4361,72.4428,18902700
4/25/2002,72.3103,72.6613,71.9859,72.4825,25451500
4/26/2002,72.6944,72.84,71.0391,71.1053,19769800
4/29/2002,71.4628,71.6813,70.6021,70.7543,17724400
4/30/2002,70.8603,71.9329,70.6087,71.4165,19473500
5/1/2002,71.4893,72.3368,70.7146,72.2905,24575600
5/2/2002,72.2375,72.7738,71.3635,72.0124,15666800
5/3/2002,71.9064,72.0124,70.9795,71.2311,18185500
5/6/2002,71.2708,71.5025,69.7281,69.834,23630400
5/7/2002,70.2511,70.3968,69.4566,69.589,21910000
5/8/2002,70.8802,72.4097,70.708,72.1779,27917400
5/9/2002,71.9395,72.2375,71.2311,71.3436,18085600
5/10/2002,71.4893,71.5423,69.9201,69.9995,18958900
5/13/2002,70.3306,71.4761,70.0459,71.4231,14677700
5/14/2002,72.5818,73.0784,72.1713,72.9791,34201200
5/15/2002,72.5023,73.4359,72.3633,72.6944,29535300
5/16/2002,72.6348,73.1512,72.3898,73.0718,28092000
5/17/2002,73.2704,73.6611,72.8996,73.4293,27823700
5/20/2002,73.2572,73.2903,72.4957,72.6348,13833800
5/21/2002,72.9062,73.1512,71.721,71.9727,16877200
5/22/2002,71.6548,72.2507,71.5092,72.1316,15844200
5/23/2002,72.3434,73.0718,71.827,72.8996,13879800
5/24/2002,72.8202,72.9658,71.9131,71.966,11877000
5/28/2002,72.2044,72.2574,71.145,71.5754,24236900
5/29/2002,71.2576,71.5224,70.9331,71.0457,14773300
5/30/2002,70.5491,71.1847,70.1187,70.847,18217900
5/31/2002,71.1119,71.88,70.7477,70.9927,19826300
6/3/2002,70.9066,71.2443,68.9468,69.1057,26056300
6/4/2002,68.96,69.6552,68.5627,69.2778,25856200
6/5/2002,69.4897,69.9664,69.0924,69.9267,19695900
6/6/2002,69.8803,69.9201,68.2979,68.5031,22998500
6/7/2002,67.3908,68.8077,67.351,68.4237,24011600
6/10/2002,68.3575,69.1653,68.2118,68.6885,18759900
6/11/2002,68.9468,69.2182,67.3577,67.5099,19990700
6/12/2002,67.3444,68.0728,66.7286,67.9205,31266000
6/13/2002,67.6225,68.1986,67.0994,67.2385,21043900
6/14/2002,66.4174,67.2451,65.219,67.1392,39267500
6/17/2002,67.4835,69.0858,67.4371,68.9401,17647200
6/18/2002,68.6885,69.5427,68.6157,69.5029,21628500
6/19/2002,68.5296,69.1454,67.6953,67.8807,21540700
6/20/2002,67.7086,68.2317,66.8478,67.0134,25691000
6/21/2002,66.7599,67.0656,65.5705,65.9692,31190700
6/24/2002,65.524,66.9061,64.6203,66.3147,37169700
6/25/2002,66.647,67.039,64.813,64.8263,33355000
6/26/2002,63.2581,65.2183,63.2515,64.9326,37913600
6/27/2002,65.4509,66.1087,64.1685,66.0689,31616400
6/28/2002,65.9426,66.7799,65.7034,65.7566,28184200
7/1/2002,65.9027,66.3147,64.3811,64.4741,20270200
7/2/2002,64.3612,64.5871,62.9724,63.1053,34213900
7/3/2002,62.8727,63.6834,62.2747,63.4641,30565800
7/5/2002,64.308,66.1353,64.2283,65.9891,19013500
7/8/2002,65.7699,66.2483,64.8263,65.1652,19118600
7/9/2002,64.9393,65.3446,63.1319,63.5239,28620400
7/10/2002,63.7897,63.8362,61.1584,61.2115,50522500
7/11/2002,60.9723,62.0288,60.0155,61.7099,59476500
7/12/2002,62.0156,62.3877,60.8129,61.0321,39018600
7/15/2002,60.8926,61.3976,58.4008,61.3577,77317200
7/16/2002,60.5471,61.3843,59.7165,60.175,53282400
7/17/2002,61.4375,61.9956,59.6367,60.2946,48880600
7/18/2002,60.268,60.5338,58.3078,58.341,32656700
7/19/2002,57.65,58.1749,56.0153,56.2878,77572600
7/22/2002,55.8824,57.0851,54.1216,54.6199,78134000
7/23/2002,54.8525,55.311,52.992,53.1249,74484100
7/24/2002,51.9155,56.5602,51.6165,56.2944,107022800
7/25/2002,55.9954,57.0453,54.2213,55.816,87176600
7/26/2002,56.2479,57.0984,55.6831,56.8792,41206800
7/29/2002,58.1417,60.0288,58.0088,59.65,53492900
7/30/2002,59.351,60.7331,58.9523,60.4275,47532200
7/31/2002,60.1284,60.8328,59.3045,60.5736,44669900
8/1/2002,60.3876,60.6999,58.6932,58.9922,66571900
8/2/2002,58.8061,59.0786,56.8925,57.6699,51772900
8/5/2002,57.4705,57.7629,55.517,55.6632,47191300
8/6/2002,56.6333,58.4075,56.5536,57.537,64730000
8/7/2002,58.3875,58.8061,56.9921,58.5403,43289400
8/8/2002,58.753,60.5338,58.341,60.4341,48339800
8/9/2002,59.8693,61.0919,59.3709,60.66,41879200
8/12/2002,59.7962,60.6467,59.5038,60.2148,25841700
8/13/2002,59.9025,60.9059,58.9058,59.1184,49690500
8/14/2002,59.1517,61.5504,58.4872,61.278,57423600
8/15/2002,61.69,62.4541,61.2647,62.1285,45551500
8/16/2002,61.6767,62.5139,61.1318,61.9425,36517300
8/19/2002,62.1019,63.6236,61.8627,63.391,33669900
8/20/2002,63.0056,63.391,62.2083,62.7199,30508300
8/21/2002,63.1651,63.6435,62.175,63.6236,39628900
8/22/2002,63.4508,64.5539,63.1717,64.2416,38399800
8/23/2002,63.7964,63.8894,62.5604,62.8594,33716400
8/26/2002,63.0654,63.5505,62.1285,63.298,33830100
8/27/2002,63.5904,63.9558,62.1285,62.5671,35335700
8/28/2002,61.9823,62.1219,60.9989,61.1983,38970600
8/29/2002,60.6467,61.8295,60.3411,61.2248,42965700
8/30/2002,60.9192,62.0554,60.7331,60.9856,30366700
9/3/2002,60.2879,60.4673,58.5736,58.66,76586400
9/4/2002,58.8792,59.969,58.5138,59.4972,51099500
9/5/2002,58.7995,59.4241,58.1417,58.9922,67250900
9/6/2002,59.6367,60.1816,59.3643,59.8029,38622200
9/9/2002,59.2048,60.6999,59.0055,60.2414,33998400
9/10/2002,60.5604,60.9856,60.175,60.9325,41416600
9/11/2002,61.4441,62.0156,60.5338,60.5537,27711200
9/12/2002,60.3012,60.361,59.1317,59.4374,43601700
9/13/2002,58.9324,59.7364,58.64,59.5836,41131000
9/16/2002,59.3444,59.7298,58.7796,59.7298,28167600
9/17/2002,60.3942,60.5936,58.3078,58.3609,47609700
9/18/2002,57.8161,58.8061,57.331,57.7762,54719400
9/19/2002,57.1383,57.6765,56.2811,56.2811,48510500
9/20/2002,56.6802,56.8671,56.0995,56.2997,46325600
9/23/2002,55.8325,56.1062,55.1918,55.8392,46893800
9/24/2002,55.0249,55.8325,54.6311,54.9381,69507000
9/25/2002,55.6456,56.5801,54.7579,56.2997,59294400
9/26/2002,56.7469,57.381,56.3665,57.2208,53638000
9/27/2002,56.7336,57.1541,55.2318,55.2318,64648300
9/30/2002,54.7312,55.2652,53.997,54.5911,73096400
10/1/2002,55.0182,57.2475,54.3775,57.2141,67198100
10/2/2002,56.5267,57.0873,55.1317,55.4988,56749100
10/3/2002,55.4921,56.4666,54.6978,54.9381,55547000
10/4/2002,55.2652,55.3453,53.116,53.9303,68483700
10/7/2002,53.4364,54.1973,52.4285,52.8156,53188000
10/8/2002,53.2695,54.2707,52.1949,53.6433,79531000
10/9/2002,52.7889,53.1961,51.9146,52.1281,79956400
10/10/2002,52.0214,54.1105,51.4407,53.8168,76749000
10/11/2002,54.798,56.5534,54.6111,56.1729,82308300
10/14/2002,55.5322,56.6335,55.4254,56.4866,40631900
10/15/2002,58.0618,59.2165,57.9684,59.2032,82320300
10/16/2002,58.3421,58.6025,57.3476,57.7681,62977800
10/17/2002,59.3166,59.6036,58.6358,58.9162,68534100
10/18/2002,58.5023,59.4768,58.0218,59.1631,47448700
10/21/2002,58.816,60.4046,58.4489,60.1843,45859100
